tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,PULocationID,DOLocationID,payment_type,payment_label,fare_amount,tip_amount,total_amount,trip_duration_mins,revenue_per_mile,tip_pct,pickup_hour,pickup_dow,pickup_day,pickup_month,year,is_weekend,is_airport_trip,fare_category,VendorID,RatecodeID,extra,mta_tax,tolls_amount,improvement_surcharge,congestion_surcharge
2024-01-29 20:50:43,2024-01-29 20:58:21,6.0,0.76,141,141,2,Cash,7.9,0.0,12.9,7.63,16.97,0.0,20,0,Monday,1,2024,False,0,Short,2,1.0,1.0,0.5,0.0,1.0,2.5
2024-01-08 19:10:51,2024-01-08 19:14:59,1.0,0.63,262,263,1,Credit Card,6.5,2.6,15.6,4.13,24.76,40.0,19,0,Monday,1,2024,False,0,Short,2,1.0,2.5,0.5,0.0,1.0,2.5
2024-01-04 08:31:52,2024-01-04 09:01:43,2.0,3.13,100,140,1,Credit Card,26.8,6.16,36.96,29.85,11.81,23.0,8,3,Thursday,1,2024,False,0,Medium,2,1.0,0.0,0.5,0.0,1.0,2.5
2024-01-05 16:28:52,2024-01-05 16:38:33,1.0,0.78,170,161,1,Credit Card,10.0,3.3,19.8,9.68,25.38,33.0,16,4,Friday,1,2024,False,0,Short,2,1.0,2.5,0.5,0.0,1.0,2.5
2024-01-22 17:41:09,2024-01-22 17:45:19,1.0,0.83,170,234,1,Credit Card,6.5,1.95,14.95,4.17,18.01,30.0,17,0,Monday,1,2024,False,0,Short,2,1.0,2.5,0.5,0.0,1.0,2.5
2024-01-09 22:44:49,2024-01-09 22:50:13,1.0,0.95,230,186,1,Credit Card,7.9,1.5,14.4,5.4,15.16,19.0,22,1,Tuesday,1,2024,False,0,Short,2,1.0,1.0,0.5,0.0,1.0,2.5
2024-01-26 09:16:24,2024-01-26 09:22:12,1.0,0.9,161,237,1,Credit Card,7.2,2.2,13.4,5.8,14.89,30.6,9,4,Friday,1,2024,False,0,Short,1,1.0,2.5,0.5,0.0,1.0,2.5
2024-01-26 18:49:42,2024-01-26 19:01:54,1.0,1.37,162,161,1,Credit Card,12.1,3.72,22.32,12.2,16.29,30.7,18,4,Friday,1,2024,False,0,Short,2,1.0,2.5,0.5,0.0,1.0,2.5
2024-01-02 09:15:18,2024-01-02 09:21:13,1.0,1.1,263,141,1,Credit Card,7.9,2.0,13.9,5.92,12.64,25.3,9,1,Tuesday,1,2024,False,0,Short,1,1.0,2.5,0.5,0.0,1.0,2.5
2024-01-11 11:34:08,2024-01-11 11:36:23,1.0,0.48,79,79,2,Cash,5.1,0.0,9.1,2.25,18.96,0.0,11,3,Thursday,1,2024,False,0,Short,2,1.0,0.0,0.5,0.0,1.0,2.5
2024-01-31 07:10:48,2024-01-31 07:14:37,1.0,0.4,262,236,2,Cash,5.1,0.0,9.1,3.82,22.75,0.0,7,2,Wednesday,1,2024,False,0,Short,1,1.0,2.5,0.5,0.0,1.0,2.5
2024-01-11 15:47:12,2024-01-11 15:54:51,1.0,0.99,164,113,1,Credit Card,9.3,2.66,15.96,7.65,16.12,28.6,15,3,Thursday,1,2024,False,0,Short,2,1.0,0.0,0.5,0.0,1.0,2.5
2024-01-24 13:40:48,2024-01-24 13:55:44,1.0,1.38,230,68,1,Credit Card,14.2,4.55,22.75,14.93,16.49,32.0,13,2,Wednesday,1,2024,False,0,Short,2,1.0,0.0,0.5,0.0,1.0,2.5
2024-01-01 10:43:57,2024-01-01 10:55:08,1.0,3.66,79,140,0,Other,16.05,0.0,20.05,11.18,5.48,0.0,10,0,Monday,1,2024,False,0,Medium,2,,0.0,0.5,0.0,1.0,
2024-01-19 06:49:15,2024-01-19 06:58:17,1.0,2.2,79,161,1,Credit Card,11.4,3.1,18.5,9.03,8.41,27.2,6,4,Friday,1,2024,False,0,Medium,1,1.0,2.5,0.5,0.0,1.0,2.5
2024-01-18 11:24:58,2024-01-18 11:56:44,1.0,10.46,138,161,1,Credit Card,45.7,12.33,75.72,31.77,7.24,27.0,11,3,Thursday,1,2024,False,0,Long,2,1.0,5.0,0.5,6.94,1.0,2.5
2024-01-15 00:50:56,2024-01-15 00:56:30,1.0,1.07,163,161,0,Other,11.74,3.94,19.68,5.57,18.39,33.6,0,0,Monday,1,2024,False,0,Short,2,,0.0,0.5,0.0,1.0,
2024-01-17 18:53:15,2024-01-17 18:58:59,1.0,0.38,246,246,1,Credit Card,6.5,3.25,16.25,5.73,42.76,50.0,18,2,Wednesday,1,2024,False,0,Short,2,1.0,2.5,0.5,0.0,1.0,2.5
2024-01-12 17:09:20,2024-01-12 18:18:10,1.0,21.73,132,230,1,Credit Card,70.0,21.48,109.17,68.83,5.02,30.7,17,4,Friday,1,2024,False,1,Long,2,2.0,5.0,0.5,6.94,1.0,2.5
2024-01-23 20:20:21,2024-01-23 20:32:04,1.0,1.23,162,100,1,Credit Card,11.4,4.92,21.32,11.72,17.33,43.2,20,1,Tuesday,1,2024,False,0,Short,2,1.0,1.0,0.5,0.0,1.0,2.5
2024-01-10 15:24:42,2024-01-10 15:47:01,1.0,3.37,140,193,0,Other,30.02,6.8,40.82,22.32,12.11,22.7,15,2,Wednesday,1,2024,False,0,Medium,2,,0.0,0.5,0.0,1.0,
2024-01-11 20:12:42,2024-01-11 20:22:15,1.0,1.19,161,170,1,Credit Card,10.0,3.0,18.0,9.55,15.13,30.0,20,3,Thursday,1,2024,False,0,Short,2,1.0,1.0,0.5,0.0,1.0,2.5
2024-01-03 07:43:44,2024-01-03 07:55:18,6.0,2.53,236,230,1,Credit Card,14.2,3.64,21.84,11.57,8.63,25.6,7,2,Wednesday,1,2024,False,0,Medium,2,1.0,0.0,0.5,0.0,1.0,2.5
2024-01-03 23:12:29,2024-01-03 23:23:04,1.0,2.56,142,141,1,Credit Card,14.2,3.84,23.04,10.58,9.0,27.0,23,2,Wednesday,1,2024,False,0,Medium,2,1.0,1.0,0.5,0.0,1.0,2.5
2024-01-31 12:43:15,2024-01-31 12:45:09,1.0,0.47,142,142,2,Cash,4.4,0.0,8.4,1.9,17.87,0.0,12,2,Wednesday,1,2024,False,0,Short,2,1.0,0.0,0.5,0.0,1.0,2.5
2024-01-31 08:29:09,2024-01-31 08:43:27,1.0,1.99,143,24,1,Credit Card,14.9,3.78,22.68,14.3,11.4,25.4,8,2,Wednesday,1,2024,False,0,Short,2,1.0,0.0,0.5,0.0,1.0,2.5
2024-01-22 06:37:43,2024-01-22 06:42:41,1.0,1.19,107,186,1,Credit Card,7.9,2.38,14.28,4.97,12.0,30.1,6,0,Monday,1,2024,False,0,Short,2,1.0,0.0,0.5,0.0,1.0,2.5
2024-01-26 12:24:19,2024-01-26 12:37:12,1.0,1.23,170,230,1,Credit Card,12.1,3.22,19.32,12.88,15.71,26.6,12,4,Friday,1,2024,False,0,Short,2,1.0,0.0,0.5,0.0,1.0,2.5
2024-01-15 21:28:04,2024-01-15 22:08:34,2.0,19.77,132,26,1,Credit Card,75.8,5.0,87.55,40.5,4.43,6.6,21,0,Monday,1,2024,False,0,Long,2,1.0,1.0,0.5,0.0,1.0,2.5
2024-01-12 13:28:46,2024-01-12 13:39:03,1.0,1.3,142,43,1,Credit Card,10.7,1.5,16.2,10.28,12.46,14.0,13,4,Friday,1,2024,False,0,Short,1,1.0,2.5,0.5,0.0,1.0,2.5
2024-01-24 20:25:32,2024-01-24 20:35:50,2.0,1.1,249,79,1,Credit Card,10.7,1.0,16.7,10.3,15.18,9.3,20,2,Wednesday,1,2024,False,0,Short,1,1.0,3.5,0.5,0.0,1.0,2.5
2024-01-10 07:36:05,2024-01-10 07:43:08,1.0,0.97,238,75,1,Credit Card,8.6,1.82,11.92,7.05,12.29,21.2,7,2,Wednesday,1,2024,False,0,Short,2,1.0,0.0,0.5,0.0,1.0,0.0
2024-01-13 02:58:26,2024-01-13 03:02:48,1.0,0.56,79,79,2,Cash,6.5,0.0,11.5,4.37,20.54,0.0,2,5,Saturday,1,2024,True,0,Short,2,1.0,1.0,0.5,0.0,1.0,2.5
2024-01-08 14:14:50,2024-01-08 15:02:17,1.0,17.9,113,232,1,Credit Card,70.0,16.2,97.14,47.45,5.43,23.1,14,0,Monday,1,2024,False,1,Long,1,2.0,2.5,0.5,6.94,1.0,2.5
2024-01-18 13:40:34,2024-01-18 13:58:40,1.0,2.32,262,162,4,Dispute,17.7,0.0,21.7,18.1,9.35,0.0,13,3,Thursday,1,2024,False,0,Medium,2,1.0,0.0,0.5,0.0,1.0,2.5
2024-01-07 08:46:20,2024-01-07 08:54:39,1.0,1.62,41,166,2,Cash,10.7,0.0,12.2,8.32,7.53,0.0,8,6,Sunday,1,2024,True,0,Short,2,1.0,0.0,0.5,0.0,1.0,0.0
2024-01-21 08:31:32,2024-01-21 08:38:00,1.0,1.3,263,237,1,Credit Card,8.6,3.15,15.75,6.47,12.12,36.6,8,6,Sunday,1,2024,True,0,Short,2,1.0,0.0,0.5,0.0,1.0,2.5
2024-01-17 18:31:11,2024-01-17 18:45:31,2.0,2.54,237,230,1,Credit Card,15.6,4.42,26.52,14.33,10.44,28.3,18,2,Wednesday,1,2024,False,0,Medium,2,1.0,2.5,0.5,0.0,1.0,2.5
2024-01-23 15:58:03,2024-01-23 16:55:17,1.0,18.04,132,68,1,Credit Card,70.0,17.54,105.23,57.23,5.83,25.1,15,1,Tuesday,1,2024,False,1,Long,2,2.0,5.0,0.5,6.94,1.0,2.5
2024-01-31 19:19:20,2024-01-31 19:33:23,1.0,1.9,113,13,1,Credit Card,13.5,5.0,25.0,14.05,13.16,37.0,19,2,Wednesday,1,2024,False,0,Short,1,1.0,5.0,0.5,0.0,1.0,2.5
2024-01-25 06:25:51,2024-01-25 06:35:27,1.0,2.09,162,140,2,Cash,12.1,0.0,16.1,9.6,7.7,0.0,6,3,Thursday,1,2024,False,0,Medium,2,1.0,0.0,0.5,0.0,1.0,2.5
2024-01-14 17:06:30,2024-01-14 17:29:22,1.0,1.28,68,142,0,Other,18.93,0.0,22.93,22.87,17.91,0.0,17,6,Sunday,1,2024,True,0,Short,2,,0.0,0.5,0.0,1.0,
2024-01-22 21:23:26,2024-01-22 21:27:41,2.0,0.7,186,246,1,Credit Card,6.5,0.01,11.51,4.25,16.44,0.2,21,0,Monday,1,2024,False,0,Short,1,1.0,3.5,0.5,0.0,1.0,2.5
2024-01-29 12:51:11,2024-01-29 12:58:08,1.0,0.89,163,48,1,Credit Card,8.6,1.0,13.6,6.95,15.28,11.6,12,0,Monday,1,2024,False,0,Short,2,1.0,0.0,0.5,0.0,1.0,2.5
2024-01-11 18:29:41,2024-01-11 18:37:55,1.0,0.87,113,90,1,Credit Card,8.6,3.02,18.12,8.23,20.83,35.1,18,3,Thursday,1,2024,False,0,Short,2,1.0,2.5,0.5,0.0,1.0,2.5
2024-01-02 13:20:32,2024-01-02 13:35:43,2.0,2.19,113,161,2,Cash,15.6,0.0,19.6,15.18,8.95,0.0,13,1,Tuesday,1,2024,False,0,Medium,2,1.0,0.0,0.5,0.0,1.0,2.5
2024-01-10 17:27:23,2024-01-10 17:45:15,1.0,2.29,79,87,2,Cash,17.0,0.0,23.5,17.87,10.26,0.0,17,2,Wednesday,1,2024,False,0,Medium,2,1.0,2.5,0.5,0.0,1.0,2.5
2024-01-17 20:09:24,2024-01-17 20:18:21,1.0,1.58,43,238,1,Credit Card,10.7,4.71,20.41,8.95,12.92,44.0,20,2,Wednesday,1,2024,False,0,Short,2,1.0,1.0,0.5,0.0,1.0,2.5
2024-01-26 09:25:47,2024-01-26 09:48:29,1.0,6.16,132,215,2,Cash,28.9,0.0,32.15,22.7,5.22,0.0,9,4,Friday,1,2024,False,0,Medium,2,1.0,0.0,0.5,0.0,1.0,0.0
2024-01-12 18:04:01,2024-01-12 18:49:45,2.0,10.9,138,230,1,Credit Card,51.3,10.0,81.49,45.73,7.48,19.5,18,4,Friday,1,2024,False,0,Long,1,1.0,11.75,0.5,6.94,1.0,2.5
2024-01-29 11:17:10,2024-01-29 11:53:09,1.0,8.4,138,162,1,Credit Card,42.2,11.63,71.52,35.98,8.51,27.6,11,0,Monday,1,2024,False,0,Medium,2,1.0,5.0,0.5,6.94,1.0,2.5
2024-01-09 17:30:42,2024-01-09 17:37:10,1.0,1.01,234,68,1,Credit Card,7.9,4.32,18.72,6.47,18.53,54.7,17,1,Tuesday,1,2024,False,0,Short,2,1.0,2.5,0.5,0.0,1.0,2.5
2024-01-19 12:19:42,2024-01-19 12:33:33,1.0,2.78,230,238,1,Credit Card,16.3,4.56,27.36,13.85,9.84,28.0,12,4,Friday,1,2024,False,0,Medium,2,1.0,0.0,0.5,0.0,1.0,2.5
2024-01-03 13:57:14,2024-01-03 14:08:38,1.0,1.44,236,43,1,Credit Card,12.1,3.22,19.32,11.4,13.42,26.6,13,2,Wednesday,1,2024,False,0,Short,2,1.0,0.0,0.5,0.0,1.0,2.5
2024-01-09 16:03:09,2024-01-09 16:19:21,1.0,1.15,237,162,1,Credit Card,14.9,4.28,25.68,16.2,22.33,28.7,16,1,Tuesday,1,2024,False,0,Short,2,1.0,2.5,0.5,0.0,1.0,2.5
2024-01-20 12:32:18,2024-01-20 12:49:23,1.0,3.36,170,239,1,Credit Card,19.1,4.62,27.72,17.08,8.25,24.2,12,5,Saturday,1,2024,True,0,Medium,2,1.0,0.0,0.5,0.0,1.0,2.5
2024-01-10 08:16:41,2024-01-10 09:07:05,2.0,37.74,132,1,2,Cash,154.6,0.0,186.61,50.4,4.94,0.0,8,2,Wednesday,1,2024,False,1,Long,2,3.0,0.0,0.0,29.26,1.0,0.0
2024-01-01 16:05:57,2024-01-01 16:11:41,1.0,0.8,161,229,2,Cash,7.2,0.0,11.2,5.73,14.0,0.0,16,0,Monday,1,2024,False,0,Short,2,1.0,0.0,0.5,0.0,1.0,2.5
2024-01-13 16:08:37,2024-01-13 16:14:27,2.0,0.81,142,163,1,Credit Card,7.2,2.24,13.44,5.83,16.59,31.1,16,5,Saturday,1,2024,True,0,Short,2,1.0,0.0,0.5,0.0,1.0,2.5
2024-01-17 23:19:57,2024-01-17 23:26:22,1.0,1.68,163,141,1,Credit Card,10.0,3.0,18.0,6.42,10.71,30.0,23,2,Wednesday,1,2024,False,0,Short,2,1.0,1.0,0.5,0.0,1.0,2.5
2024-01-23 20:41:44,2024-01-23 20:47:07,1.0,1.0,237,237,2,Cash,7.2,0.0,12.2,5.38,12.2,0.0,20,1,Tuesday,1,2024,False,0,Short,1,1.0,3.5,0.5,0.0,1.0,2.5
2024-01-08 00:50:10,2024-01-08 01:05:15,1.0,9.71,138,65,1,Credit Card,38.0,9.1,56.35,15.08,5.8,23.9,0,0,Monday,1,2024,False,0,Medium,2,1.0,6.0,0.5,0.0,1.0,0.0
2024-01-01 18:26:03,2024-01-01 19:14:55,3.0,7.52,161,66,2,Cash,47.1,0.0,51.1,48.87,6.8,0.0,18,0,Monday,1,2024,False,0,Medium,2,1.0,0.0,0.5,0.0,1.0,2.5
2024-01-30 09:28:50,2024-01-30 09:38:10,1.0,0.95,233,164,1,Credit Card,10.0,2.8,16.8,9.33,17.68,28.0,9,1,Tuesday,1,2024,False,0,Short,2,1.0,0.0,0.5,0.0,1.0,2.5
2024-01-06 12:22:10,2024-01-06 12:33:33,1.0,2.02,263,229,1,Credit Card,13.5,3.5,21.0,11.38,10.4,25.9,12,5,Saturday,1,2024,True,0,Medium,2,1.0,0.0,0.5,0.0,1.0,2.5
2024-01-05 11:12:44,2024-01-05 11:19:35,1.0,0.91,163,237,1,Credit Card,7.9,2.98,14.88,6.85,16.35,37.7,11,4,Friday,1,2024,False,0,Short,2,1.0,0.0,0.5,0.0,1.0,2.5
2024-01-07 13:01:04,2024-01-07 13:10:00,1.0,0.79,100,230,1,Credit Card,9.3,2.66,15.96,8.93,20.2,28.6,13,6,Sunday,1,2024,True,0,Short,2,1.0,0.0,0.5,0.0,1.0,2.5
2024-01-29 21:03:38,2024-01-29 21:06:53,2.0,0.55,114,148,1,Credit Card,5.1,2.52,12.62,3.25,22.95,49.4,21,0,Monday,1,2024,False,0,Short,2,1.0,1.0,0.5,0.0,1.0,2.5
2024-01-18 08:16:48,2024-01-18 08:28:36,1.0,3.24,238,50,1,Credit Card,17.7,1.0,22.7,11.8,7.01,5.6,8,3,Thursday,1,2024,False,0,Medium,2,1.0,0.0,0.5,0.0,1.0,2.5
2024-01-01 17:27:50,2024-01-01 17:45:58,2.0,0.98,233,230,1,Credit Card,15.6,2.0,21.6,18.13,22.04,12.8,17,0,Monday,1,2024,False,0,Short,2,1.0,0.0,0.5,0.0,1.0,2.5
2024-01-30 10:01:47,2024-01-30 10:06:28,2.0,0.48,170,161,1,Credit Card,6.5,2.1,12.6,4.68,26.25,32.3,10,1,Tuesday,1,2024,False,0,Short,2,1.0,0.0,0.5,0.0,1.0,2.5
2024-01-13 12:25:28,2024-01-13 12:34:30,6.0,1.29,229,237,1,Credit Card,10.0,2.8,16.8,9.03,13.02,28.0,12,5,Saturday,1,2024,True,0,Short,2,1.0,0.0,0.5,0.0,1.0,2.5
2024-01-13 11:50:26,2024-01-13 11:53:21,2.0,0.63,236,236,1,Credit Card,5.8,1.5,11.3,2.92,17.94,25.9,11,5,Saturday,1,2024,True,0,Short,2,1.0,0.0,0.5,0.0,1.0,2.5
2024-01-13 20:32:56,2024-01-13 20:41:19,1.0,1.54,237,229,1,Credit Card,10.7,3.92,19.62,8.38,12.74,36.6,20,5,Saturday,1,2024,True,0,Short,2,1.0,1.0,0.5,0.0,1.0,2.5
2024-01-18 11:51:49,2024-01-18 11:56:42,1.0,0.45,141,229,1,Credit Card,6.5,1.5,12.0,4.88,26.67,23.1,11,3,Thursday,1,2024,False,0,Short,2,1.0,0.0,0.5,0.0,1.0,2.5
2024-01-01 13:50:21,2024-01-01 14:07:55,5.0,3.15,238,186,1,Credit Card,18.4,2.24,24.64,17.57,7.82,12.2,13,0,Monday,1,2024,False,0,Medium,2,1.0,0.0,0.5,0.0,1.0,2.5
2024-01-15 20:24:35,2024-01-15 20:30:49,1.0,1.16,239,142,1,Credit Card,8.6,1.0,14.6,6.23,12.59,11.6,20,0,Monday,1,2024,False,0,Short,2,1.0,1.0,0.5,0.0,1.0,2.5
2024-01-16 19:27:00,2024-01-16 19:33:57,1.0,1.09,68,234,1,Credit Card,8.6,3.02,18.12,6.95,16.62,35.1,19,1,Tuesday,1,2024,False,0,Short,2,1.0,2.5,0.5,0.0,1.0,2.5
2024-01-18 18:03:23,2024-01-18 18:21:46,1.0,1.6,161,50,1,Credit Card,16.3,3.42,26.22,18.38,16.39,21.0,18,3,Thursday,1,2024,False,0,Short,1,1.0,5.0,0.5,0.0,1.0,2.5
2024-01-01 02:52:52,2024-01-01 03:14:29,1.0,7.96,90,181,1,Credit Card,33.1,9.01,54.05,21.62,6.79,27.2,2,0,Monday,1,2024,False,0,Medium,2,1.0,1.0,0.5,6.94,1.0,2.5
2024-01-11 23:52:50,2024-01-11 23:59:44,1.0,1.11,13,231,1,Credit Card,8.6,2.72,16.32,6.9,14.7,31.6,23,3,Thursday,1,2024,False,0,Short,2,1.0,1.0,0.5,0.0,1.0,2.5
2024-01-08 23:31:33,2024-01-09 00:05:46,1.0,13.49,132,188,1,Credit Card,54.8,11.46,70.51,34.22,5.23,20.9,23,0,Monday,1,2024,False,0,Long,2,1.0,1.0,0.5,0.0,1.0,0.0
2024-01-18 06:31:32,2024-01-18 06:36:45,1.0,0.93,68,234,1,Credit Card,7.2,3.36,14.56,5.22,15.66,46.7,6,3,Thursday,1,2024,False,0,Short,2,1.0,0.0,0.5,0.0,1.0,2.5
2024-01-05 16:53:51,2024-01-05 17:47:31,2.0,18.7,132,158,1,Credit Card,70.0,13.15,100.84,53.67,5.39,18.8,16,4,Friday,1,2024,False,1,Long,2,2.0,5.0,0.5,6.94,1.0,2.5
2024-01-10 21:42:10,2024-01-10 21:47:19,1.0,1.47,161,236,1,Credit Card,8.6,2.72,16.32,5.15,11.1,31.6,21,2,Wednesday,1,2024,False,0,Short,2,1.0,1.0,0.5,0.0,1.0,2.5
2024-01-19 18:16:00,2024-01-19 18:33:58,1.0,8.86,138,170,1,Credit Card,34.5,10.94,65.63,17.97,7.41,31.7,18,4,Friday,1,2024,False,0,Medium,2,1.0,7.5,0.5,6.94,1.0,2.5
2024-01-14 11:22:14,2024-01-14 11:28:17,1.0,0.7,263,236,1,Credit Card,7.9,1.0,12.9,6.05,18.43,12.7,11,6,Sunday,1,2024,True,0,Short,1,1.0,2.5,0.5,0.0,1.0,2.5
2024-01-22 21:52:46,2024-01-22 22:04:48,1.0,3.8,170,45,1,Credit Card,18.4,2.34,25.74,12.03,6.77,12.7,21,0,Monday,1,2024,False,0,Medium,1,1.0,3.5,0.5,0.0,1.0,2.5
2024-01-03 01:42:08,2024-01-03 02:11:12,2.0,15.28,132,7,1,Credit Card,59.7,12.44,76.39,29.07,5.0,20.8,1,2,Wednesday,1,2024,False,0,Long,2,1.0,1.0,0.5,0.0,1.0,0.0
2024-01-24 15:24:03,2024-01-24 15:41:19,1.0,3.18,13,234,1,Credit Card,19.1,4.62,27.72,17.27,8.72,24.2,15,2,Wednesday,1,2024,False,0,Medium,2,1.0,0.0,0.5,0.0,1.0,2.5
2024-01-18 19:11:40,2024-01-18 19:29:44,4.0,1.51,237,142,1,Credit Card,16.3,0.0,22.8,18.07,15.1,0.0,19,3,Thursday,1,2024,False,0,Short,2,1.0,2.5,0.5,0.0,1.0,2.5
2024-01-11 09:09:23,2024-01-11 09:17:23,1.0,1.06,68,246,2,Cash,9.3,0.0,13.3,8.0,12.55,0.0,9,3,Thursday,1,2024,False,0,Short,2,1.0,0.0,0.5,0.0,1.0,2.5
2024-01-27 00:19:54,2024-01-27 00:32:21,1.0,2.62,114,186,1,Credit Card,14.9,3.98,23.88,12.45,9.11,26.7,0,5,Saturday,1,2024,True,0,Medium,2,1.0,1.0,0.5,0.0,1.0,2.5
2024-01-18 15:15:49,2024-01-18 15:29:35,1.0,1.2,100,162,1,Credit Card,11.4,3.1,18.5,13.77,15.42,27.2,15,3,Thursday,1,2024,False,0,Short,1,1.0,2.5,0.5,0.0,1.0,2.5
2024-01-31 15:52:21,2024-01-31 16:40:23,1.0,10.2,137,124,1,Credit Card,36.5,0.0,44.94,48.03,4.41,0.0,15,2,Wednesday,1,2024,False,0,Long,1,99.0,0.0,0.5,6.94,1.0,0.0
2024-01-29 21:55:34,2024-01-29 22:11:11,1.0,9.4,138,107,1,Credit Card,35.9,10.9,65.49,15.62,6.97,30.4,21,0,Monday,1,2024,False,0,Medium,1,1.0,10.25,0.5,6.94,1.0,2.5
2024-01-20 23:54:17,2024-01-21 00:18:15,2.0,4.39,249,49,1,Credit Card,24.7,7.42,37.12,23.97,8.46,30.0,23,5,Saturday,1,2024,True,0,Medium,2,1.0,1.0,0.5,0.0,1.0,2.5
2024-01-16 13:45:08,2024-01-16 14:01:51,1.0,1.89,236,161,1,Credit Card,16.3,4.06,24.36,16.72,12.89,24.9,13,1,Tuesday,1,2024,False,0,Short,2,1.0,0.0,0.5,0.0,1.0,2.5
2024-01-28 02:25:43,2024-01-28 02:40:45,1.0,4.61,68,238,1,Credit Card,21.9,6.72,33.62,15.03,7.29,30.7,2,6,Sunday,1,2024,True,0,Medium,2,1.0,1.0,0.5,0.0,1.0,2.5
2024-01-31 09:46:19,2024-01-31 10:43:01,1.0,6.98,138,161,1,Credit Card,53.4,13.87,84.96,56.7,12.17,26.0,9,2,Wednesday,1,2024,False,0,Medium,2,1.0,5.0,0.5,6.94,1.0,2.5
2024-01-03 16:04:36,2024-01-03 17:19:10,1.0,17.53,90,132,1,Credit Card,70.0,17.19,103.13,74.57,5.88,24.6,16,2,Wednesday,1,2024,False,1,Long,2,2.0,5.0,0.5,6.94,1.0,2.5
2024-01-22 06:24:15,2024-01-22 06:29:11,1.0,1.52,166,238,1,Credit Card,8.6,3.03,13.13,4.93,8.64,35.2,6,0,Monday,1,2024,False,0,Short,2,1.0,0.0,0.5,0.0,1.0,0.0
2024-01-26 17:58:18,2024-01-26 17:59:54,1.0,0.3,237,263,1,Credit Card,3.7,1.0,11.2,1.6,37.33,27.0,17,4,Friday,1,2024,False,0,Short,1,1.0,5.0,0.5,0.0,1.0,2.5
2024-01-08 06:25:34,2024-01-08 06:34:34,1.0,1.37,107,170,1,Credit Card,10.7,3.67,18.37,9.0,13.41,34.3,6,0,Monday,1,2024,False,0,Short,2,1.0,0.0,0.5,0.0,1.0,2.5
2024-01-13 00:28:13,2024-01-13 00:44:08,2.0,4.41,163,41,1,Credit Card,20.5,2.0,27.5,15.92,6.24,9.8,0,5,Saturday,1,2024,True,0,Medium,2,1.0,1.0,0.5,0.0,1.0,2.5
2024-01-17 11:40:21,2024-01-17 11:48:08,1.0,0.87,161,141,2,Cash,8.6,0.0,12.6,7.78,14.48,0.0,11,2,Wednesday,1,2024,False,0,Short,2,1.0,0.0,0.5,0.0,1.0,2.5
